CountryID,Year,CountryName,Region,IncomeLevel,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
WSM,2021,Samoa,East Asia & Pacific,Lower middle income,-8231876.023,1.060395069,8948924.655,0.084966056,717048.6318,843923638.7,-7.078830943,1120873039,3.133204732,-0.401252917,-0.401252917,-308479475,-332236640.1,60.88888565,19.11358591,16.93291382,-0.477929752,1429833.439,5.244882774,17.62936783,,,,98.3,,0.2166,,57.98201439,36,2.886625908,394581850.5,,,,0.88,,2.17,75.503,70.312,72.767,99.09999847,99.09999847,98.272016,62.14566323,71.98242375,,,,,,,,,2.556092342
XKX,2021,Kosovo,Europe & Central Asia,Upper middle income,-382152061.5,5.321432693,500927943.3,1.261774012,118775881.8,9413403724,10.74565608,12408754911,3.353691392,6.115539931,6.115539931,-4210535608,-2989299473,98.63843049,34.81541457,12.87233867,9.224837697,1211724473,,,0.845928815,2.912938122,7969744.568,,,,,,,,1982429726,,,,,,4.28,79.553,74.151,76.806,,,,,,,,,15.695,29.029,20.677,20.392,37.792,0.845376564
YEM,2021,"Yemen, Rep.",Middle East & North Africa,Low income,,,,,,,,,,,,,,,,,,,,,,,,74.9,,2.67,,1.039831809,3.7,0.900120974,6107650687,,,,,,,67.134,60.629,63.753,,,61.59520686,,,,,,,,,,,1028.107754
ZAF,2021,South Africa,Sub-Saharan Africa,Upper middle income,-40557211851,9.660265336,40658789145,0.024134108,101577294.3,4.21E+11,4.955032594,3.95E+11,4.611672178,6.538690583,6.538690583,30669614375,26208373540,56.03471384,5.397941596,19.17826638,0.588846526,87188654.78,6.549298271,18.92766571,0.874446916,2.477771243,339281653.6,89.3,1.3946,48.2214,,14.0250847,9.7,8.958716755,1.22E+11,5.21E+11,2.81E+11,2.40E+11,12.92,,6.46,64.999,59.458,62.341,90,97,94.13269971,,,,,,17.641,40.303,35.779,34.007,65.219,14.77867821
ZMB,2021,Zambia,Sub-Saharan Africa,Lower middle income,-674299354.8,1.784078461,394217415.2,-1.2675446,-280081939.7,22096416932,6.234922047,17432950790,22.02076762,25.14277761,25.14277761,4816141692,4036755515,86.20851119,8.28401205,11.53147817,,2547948399,3.164321995,,0.981922232,3.226388546,217577244.7,46.7,0.2014,2.5174,,60.03015012,83,1.441015421,23593453155,,,,26.53,,8.81,63.928,58.487,61.223,,,68.03478318,,18.04368654,,,,7.455,4.293,9.502,5.197,9.301,20.01848659
ZWE,2021,Zimbabwe,Sub-Saharan Africa,Lower middle income,-234980367.8,0.871791032,237480367.8,0.009177506,2500000,27240515109,8.468016898,28683349017,98.54610509,113.2949806,113.2949806,-779353424.5,-1529047177,50.84712837,4.336052618,14.91593765,142.1191358,46316918.76,,,1.481531787,7.72232733,473945274.7,49,0.1004,1.5847,,44.97482228,82.4,1.82806964,8654909272,,,,,,2.28,62.045,56.232,59.253,,,62.25279758,26.47699533,42.43806469,,,,7.116,8.089,11.589,9.54,15.466,88.55244726
MAR,2022,Morocco,Middle East & North Africa,Lower middle income,-1654898394,1.7520598,2294356059,0.488314821,639457665,1.31E+11,1.52720358,1.46E+11,6.657042028,2.661861206,2.661861206,-26462302460,-15234615256,101.1323821,25.02661062,19.58996381,3.438442757,24958122799,5.912246741,23.86566544,3.814559624,11.83592649,49952873.84,100,0.2054,17.5324,,12.91368788,,2.851694862,51137107785,,,,7.62,,4.66,77.177,72.896,74.973,77.34999847,98.51999664,87.01945849,74.82419935,,,,,25.85,13.05,24.96,11.79,32.65,10.16066024
ABW,2022,Aruba,Latin America & Caribbean,High income,-124694278.1,7.567071864,248150282.6,3.764656031,123456004.5,3279343544,8.517918105,3205348811,,3.157279394,3.157279394,-1165472109,423839378.9,172.8841711,113.0012868,21.27764415,,695475453.5,,,,,,99.9,,0.1749,,2.333333333,8.8,4.972509552,,,,,,,,77.681,72.145,74.992,,,,,,,,,,,,,,1.79
AFG,2022,Afghanistan,South Asia,Low income,,,,,,14497243872,-6.240171992,19739011036,,9.406239339,9.406239339,,,72.88546961,,21.84549192,-1.162118694,3166994239,,,,,,85.3,0.0236,2.2472,,1.852781994,20,0.705148264,1877151115,,,,,,0.18,66.213,59.766,62.879,,62.65999985,82.17537112,30.03409813,48.21469648,,,,,,,,,
AGO,2022,Angola,Sub-Saharan Africa,Lower middle income,6639719014,-6.320563843,-6598652652,0.039335691,41066362.25,1.04E+11,3.044726524,84467524093,21.35529013,13.71059402,13.71059402,32770671648,21556000870,69.69107051,10.89953402,8.962658741,8.443328466,845248177.2,2.332125922,6.644719353,1.316819532,5.841265228,1622763732,48.5,,8.1334,,52.53649723,,1.886087984,50669254279,,,,,,15.86,64.541,59.351,61.929,72.40000153,83.30000305,57.71956067,,,,,,,,,14.124,26.605,460.5675116
ALB,2022,Albania,Europe & Central Asia,Upper middle income,-1249848500,7.579342194,1441381891,1.007042231,191511664.1,19017242586,4.826688314,20976767107,6.725202715,9.861574155,9.861574155,-4466603020,-1959879935,84.69806392,39.60756482,12.41172571,2.332164652,2289898998,2.744329929,,1.219834357,3.974154282,228693159.6,100,0.0485,1.6681,0.0029,28.7919708,,2.812409885,8504934929,17037020394,9943680906,7093339488,,,3.78,79.472,74.502,76.833,98.5,99.5,95.09456352,70.73606795,,,,,10.228,9.437,12.355,10.785,24.538,113.0416667
AND,2022,Andorra,Europe & Central Asia,High income,-540316791.9,,,,,3380612573,9.564612256,,,4.236652265,4.236652265,-1585730790,296200061.2,,94.43489068,,,,2.647289991,6.961249828,,,,100,,,,34.04255319,18.7,,,,,,,,,,,,,,100,90.64000149,,,,,,,,,,0.950915534
ARE,2022,United Arab Emirates,Middle East & North Africa,High income,,4.939654369,24833220000,4.939654369,24833220000,5.03E+11,7.509697032,4.09E+11,5.291226044,12.62989369,12.62989369,,,188.9454617,,12.64752776,0.172278643,63583125925,,,,,,100,,42.0724,,4.467755562,,26.5641202,,,,,1.22,,,81.412,77.72,79.196,98,100,100,,,,,,4.117,0.421,1.025,2.873,10.383,3.6725
ARG,2022,Argentina,Latin America & Caribbean,Upper middle income,-13110763935,2.402155349,15200600518,0.330257487,2089836583,6.33E+11,5.269879674,6.23E+11,,69.87608425,69.87608425,12352064402,5529161408,31.54770801,5.633821226,15.83565718,2.969724445,126466191.5,4.852111353,12.77579613,0.686383443,1.84146139,433826131.4,100,2.2706,49.2634,0.0118,10.3611378,,8.253217325,1.65E+11,,,,7.76,,5.72,79.277,72.851,76.064,,,,,,0.6,39.2,22.8,2.898,7.777,8.295,6.805,18.971,130.61655
ARM,2022,Armenia,Europe & Central Asia,Upper middle income,-925913971.6,4.999915861,975658909.3,0.254925672,49744937.62,19513506553,12.6,19700995708,8.64091109,7.985878528,7.985878528,-1865756410,-147212952.4,101.4107783,36.35644114,11.67648189,-2.21883,227849159.7,2.491899967,9.726643754,4.817459593,15.47349273,7952158.498,100,0.0449,2.3845,,11.52265543,,3.490670888,11931469229,,,,11.02,,10.48,78.447,67.866,73.372,,,99.9683045,82.41172394,94.42366242,0.8,24.8,20.1,,,,,,435.6661797
ASM,2022,American Samoa,East Asia & Pacific,High income,,,,,,871000000,1.735015773,,,14.15276486,14.15276486,,,124.684271,,,,,,,,,,,,,,85.35,0.4,0.175830541,,,,,,,,,,,,,,,,,,,,,,,,1
ATG,2022,Antigua and Barbuda,Latin America & Caribbean,High income,-294856261.9,16.15470929,301726890.4,0.3678592,6870628.889,1867733333,9.516395644,,7.531078346,6.498856196,6.498856196,-642330460.7,-123031097.8,117.6300051,82.31042777,,,,3.647748474,9.168383682,,,,100,,0.1066,,18.16159091,0.9,4.010124946,,,,,,,,81.645,76.507,79.236,,,98.36493562,,,,,,,,,,,2.7
AUS,2022,Australia,East Asia & Pacific,High income,54381972493,4.161495042,70364982117,7.377687126,1.25E+11,1.69E+12,4.242385553,1.60E+12,6.594096713,7.175533615,7.175533615,1.12E+11,94028162312,45.82177023,7.203828728,22.78427553,6.871561984,37331491378,5.26776619,13.94469357,1.983355739,5.132792432,3244533432,100,3.3159,89.2178,0.0158,17.42131456,,21.87289816,,2.26E+12,1.63E+12,6.33E+11,2.97,,,85.3,81.2,83.2,,,99.96973139,,,,,,2.278,7.71,3.977,3.728,8.449,1.441664459
AUT,2022,Austria,Europe & Central Asia,High income,112362400.3,3.031433627,14301504457,3.055250643,14413866857,4.72E+11,5.277894212,4.75E+11,8.546869932,4.754778348,4.754778348,-9272137067,-2519474102,124.3834515,33.70271924,2.552488896,0.361641163,96961222478,4.774471283,8.977286168,0.768528566,1.455617934,3612733178,100,0.042,21.1922,0.0008,47.20613185,,8.339940572,,,,,2.03,,,83.5,78.8,81.09268293,,,99.99999937,98.89632339,,,,,3.49,12.417,4.241,4.992,10.322,0.949623753
AZE,2022,Azerbaijan,Europe & Central Asia,Upper middle income,4646691000,-5.677737106,-4474481000,0.218519892,172210000,78807470588,4.714802365,52807764706,13.85225901,37.27056116,37.27056116,28697480000,25999657000,86.98227325,16.28349305,11.64214799,,9174882353,3.469339581,,3.799536412,14.49764776,299135294.1,100,0.1363,8.0685,0.0024,13.97248155,,5.820126219,14066728472,,,,2.05,,2.21,76.249,70.55,73.488,,,97.64218684,71.61170272,,,,,5.11,12.31,5.13,5.65,13.55,1.7
BDI,2022,Burundi,Sub-Saharan Africa,Low income,-23323070.97,0.757355123,25285988.37,0.058792463,1962917.393,3338722828,1.848999439,3952150505,18.80087867,18.33172231,18.33172231,-826020419.9,-1086244584,28.31532036,13.12431452,3.975452725,5.918363576,13418451.35,4.821473668,2.637835359,2.598298275,6.737556286,11434221.22,10.3,,0.4056,,10.8894081,83,0.525196986,578318610.3,,,,,,0.99,63.868,60.077,61.977,75.54000092,93.55999756,62.44097549,,6.303589722,,,,,,,,,2034.306634
BEL,2022,Belgium,Europe & Central Asia,High income,23329464558,2.001057025,11875049209,5.932290331,35204513767,5.93E+11,4.233431834,6.02E+11,9.597511729,6.843979752,6.843979752,-764974659.2,-7959654595,191.9962892,48.07334591,23.49335854,4.478361786,1.39417E+11,,,1.182396426,2.226582985,689161299.8,100,0.0361,23.1126,0.0024,22.60444678,,9.612815181,,,,,3.11,,,83.9,79.6,81.69756098,,,100,99.73944938,,,12.3,,3.025,13.461,5.711,5.57,16.397,0.949623753
BEN,2022,Benin,Sub-Saharan Africa,Lower middle income,-329419204.1,2.160638913,375988902.2,0.267615085,46569698.1,17401746309,6.253244914,18728995071,1.350778636,4.13878,4.13878,-636684456.7,-1024472574,50.93352007,8.574250156,1.578392539,3.479938788,175239671.2,3.377859116,16.94625848,0.632874917,3.182913371,11137.31732,56.5,,4.4149,0.0004,26.91690316,,1.207529256,8276962606,,,,,,2.99,61.676,58.265,59.954,47.09999847,66.40000153,67.36026981,,12.13046401,,,,10.297,1.647,4.622,1.685,3.166,622.9123482
BFA,2022,Burkina Faso,Sub-Saharan Africa,Low income,-646208346.3,3.5586103,669738240.9,0.125024554,23529894.57,18820218691,1.497239741,19075079861,14.29023543,5.888965112,5.888965112,-6222637.928,-947074533.8,64.84387392,10.35029183,19.87773177,7.953536119,3739722967,5.276512146,21.95897458,2.977486513,9.212958899,562583349.2,19.5,,2.8069,,22.35526316,71.4,1.511437317,9316997706,,,,9.08,,5.96,61.505,57.953,59.766,34.49000168,53.63999939,49.50587416,,9.156370104,,,,5.655,2.651,7.461,1.927,3.421,623.7597009
BGD,2022,Bangladesh,South Asia,Lower middle income,-1603289893,0.355308724,1634888030,0.006867194,31598137.87,4.60E+11,7.099828776,4.92E+11,7.696954372,5.049021879,5.049021879,-29612691454,-33568494214,33.77996727,4.438726696,5.698999556,6.241515199,262229297.8,1.711836696,11.66198349,1.519897644,8.784784146,4473791826,99.4,2.6875,13.26,,14.46877161,,1.644118838,75509404887,2.03E+11,1.62E+11,40614117144,,,1.42,76.012,71.514,73.698,,,98.09706298,59.10929532,61.72853743,6.6,18.7,28.1,11.777,3.838,6.413,4.593,11.468,91.74545444
BGR,2022,Bulgaria,Europe & Central Asia,High income,-3621890000,5.4620082,4950920000,1.466216004,1329020000,90642851836,4.038777583,89633060192,15.32525893,15.91835969,15.91835969,-5308300000,985300000,138.8401468,23.27812902,18.27892962,7.974888274,16568542586,,,1.592286696,4.224773182,143691369.5,100,0.7964,9.5364,0.0016,36.09985262,,9.668744141,,,,,0.93,,,78.1,70.8,74.36097561,,,99.06253279,95.65433138,,,20.6,,1.589,12.314,4.007,4.268,10.748,1.860141667
BHR,2022,Bahrain,Middle East & North Africa,High income,-3457446.809,4.180190897,1951329787,4.172784262,1947872340,46680398936,5.981302822,35167393617,3.625741043,7.849294621,7.849294621,8244680851,11513031915,166.3456175,54.63304966,13.62769862,2.146751613,636117212.8,1.987797263,9.295536413,3.145693414,1.663858785,1381313830,100,,3.5086,,0.936708861,,40.99546597,,,,,,,,80.497,78.242,79.246,98,99,99.91989902,98.90397556,,,,,,,,,,0.376
BHS,2022,"Bahamas, The",Latin America & Caribbean,High income,-316430192.4,4.041548296,530913950.4,1.632743811,214483758,13136400000,10.7820132,13289300000,5.605406336,4.301046158,4.301046158,-3064849283,-417261475.7,83.1741573,50.04747293,13.33492585,12.78186626,17476,2.836576223,11.44193172,,,,100,,0.5551,0.001,50.93506494,1.1,4.924057574,,,,,17.79,,,77.843,70.757,74.358,,,,,,,,,,,,,,1
BIH,2022,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,-773566811.2,3.470413489,851454276.3,0.317458867,77887465.12,24534663636,4.226811011,27856420015,14.02084408,11.80884011,11.80884011,-5453233507,-3328559416,110.2059677,16.00670199,18.6619176,1.319795862,4578638711,,,0.679977273,1.759456869,16654542.72,100,0.0038,4.3349,0.0038,42.73261719,,9.435746733,9714212460,,,,1.59,,4.17,77.498,73.126,75.293,98.30000305,99.69999695,96.09347422,86.97067946,,,,,10.491,16.087,13.058,12.657,31.668,1.859325877
BLR,2022,Belarus,Europe & Central Asia,Upper middle income,-1426218876,2.177450119,1606417743,0.244254054,180198867.6,73775179925,-4.658395916,68063249686,15.20967527,14.88486237,14.88486237,385100000,4686035288,120.0242076,19.86856833,17.22887773,-0.199983253,1271635543,4.6282395,12.81811428,1.648693135,45.65431921,115174741.3,100,0.4689,9.6305,0.0131,43.33513966,,9.406418741,28354790751,,,,3.23,,9.63,78.384,68.09,73.11146341,,,99.17886811,93.09975592,,,3.9,,2.368,10.649,4.07,3.574,10.287,2.6261
BLZ,2022,Belize,Latin America & Caribbean,Upper middle income,-139707558.8,4.949870644,140907967.6,0.042168433,1200408.79,2846700000,9.652977724,2911500000,6.276893194,7.252447971,7.252447971,-705895306.5,-204514136.1,108.5291741,42.19804377,15.87777426,6.635818674,45,4.596599335,17.83135327,0.813414153,3.58976495,2419375,98.6,,0.0882,,55.00789128,30.8,2.213377101,1400415199,,,,,,2.83,74.685,67.721,70.962,,,98.40523412,,90.28829049,,,,,,,,,2
BMU,2022,Bermuda,North America,High income,,0.263172619,20601100,0.263172619,20601100,7827980000,6.431133996,5569720000,,0.938226826,0.938226826,,,75.5111919,,11.89194426,0.716899571,93899,1.922213435,,,,,100,,0.1157,,18.51851852,0.9,5.56919798,,,,,,,,84.507,78.435,81.571,,,99.90314002,,,,,,,,,,,1
BOL,2022,Bolivia,Latin America & Caribbean,Lower middle income,-87031312.66,0.014172287,6236980.083,-0.183588923,-80794332.57,44008282878,3.605680383,45122919855,1.746328729,5.124464466,5.124464466,2812996421,1002762494,67.75589878,8.310526377,19.89916384,3.745338618,841144251.3,7.575511445,,0.973258885,2.742533369,42936559.63,99.9,,11.5908,0.0026,46.53968836,,4.430058605,14774862744,,,,,,5.63,67.907,62.265,64.928,,,94.11337038,,26.98736683,,,,5.148,2.477,4.917,3.552,6.128,6.91
BRA,2022,Brazil,Latin America & Caribbean,Upper middle income,-41251769571,3.822196153,74606361830,1.70880594,33354592259,1.95E+12,3.016694354,1.94E+12,9.28010609,8.570281953,8.570281953,51521824602,11904130389,38.81606598,6.158036339,18.42212725,2.139188515,3.59197E+11,,,1.698458397,2.365788941,254263567.4,100,12.9799,212.577,0.2995,59.12751189,,6.174273857,4.94E+11,,,,22.44,,6.63,76.596,70.296,73.425,94.69000244,99.27999878,99.59377131,87.25871547,,4.1,,27.2,5.064,11.877,10.415,9.231,20.743,5.163970291
BRB,2022,Barbados,Latin America & Caribbean,High income,,0.239719873,15000000,0.239719873,15000000,6257303500,17.83286303,,,0.664976976,0.664976976,,,,,,,,4.416242153,12.73719566,,,,100,,0.2326,,14.65116279,5.5,3.371375541,,,,,,,,79.581,75.677,77.706,,,98.51445042,,,,,,,,,,,2
BRN,2022,Brunei Darussalam,East Asia & Pacific,High income,292416275.5,-1.752933709,-292416275.5,,,16681536443,-1.62833154,11548719187,3.682250306,24.23672668,24.23672668,5152696949,4304624977,146.9739662,8.459450549,2.124238228,6.859335264,335732133.7,,,2.611932464,9.931646613,435857351.2,100,,1.2085,0.0018,72.10626186,,26.10470606,,,,,,,,76.791,72.509,74.551,,,99.90005116,,,,,,6.631,5.095,4.757,5.191,18.344,1.378956397
BTN,2022,Bhutan,South Asia,Lower middle income,-8402097.146,0.289904655,8402097.146,,,2898227743,5.213867811,3900247573,5.639166714,5.794855193,5.794855193,-602176158.4,-789981472.5,85.57121655,7.991959204,21.17331334,-2.322156133,6913127.577,7.469822258,19.65393448,,,,100,,0.4104,,71.55322496,82.5,4.120300059,3120739643,,,,,,4.81,74.152,70.57,72.229,72.09999847,98,99.1314463,73.34199194,93.20417816,1.3,12.4,14.4,12.004,5.161,17.649,5.947,28.625,78.60449058
BWA,2022,Botswana,Sub-Saharan Africa,Upper middle income,-699506126.1,3.491908165,709624140.4,0.049788578,10118014.24,20321958850,5.486028178,19357924183,11.66556748,14.61755097,14.61755097,555995318.5,87794270.08,85.60830278,8.072808658,27.887295,2.545355438,5667244612,,,2.382125373,8.946479425,4851254.699,75.9,,2.3214,,26.4995677,,5.079200227,1562715266,,,,2.56,,0.87,68.399,63.328,65.913,,,92.56756199,,,,,,18.482,25.352,29.526,23.615,44.216,12.36880833
CAF,2022,Central African Republic,Sub-Saharan Africa,Low income,,,,,,2382618615,0.502110003,3098046077,5.583167352,5.96792445,5.96792445,,,45.23357,,8.335279997,-8.354147415,198597932.8,2.115913239,1.742527825,1.786872762,9.696536683,42182.65647,15.7,,0.1957,,35.70419596,90.9,2.554766647,429856219.1,,,,,,0.8,56.829,52.258,54.477,,,36.29504358,6.126444639,22.17641403,,,,,,,,,623.7597009
CAN,2022,Canada,North America,High income,37342988263,2.312516526,49984660122,4.040172116,87327648385,2.16E+12,3.819866339,2.16E+12,6.802801153,7.653819927,7.653819927,15509256417,3078327811,67.55889637,12.86005262,2.691688625,3.167294467,4472474849,4.139571667,11.54688454,1.195777758,2.886598649,25567943876,100,3.7035,164.2478,0.1105,39.46592,,19.13875621,,3.22E+12,,,6.05,,,83.58,79.12,81.29560976,,,99.22218431,99.03972929,,,,,4.12,11.304,6.78,5.28,10.067,1.301554775
CHE,2022,Switzerland,Europe & Central Asia,High income,-14132708186,-1.342689794,-10988929764,-3.069504275,-25121637950,8.18E+11,2.568328178,7.06E+11,2.835027986,2.497159504,2.497159504,1.21E+11,1.11E+11,140.1695488,38.41763994,11.3731562,-0.822156295,93892991.32,4.888244629,15.4527634,0.694637653,2.189528957,565231515.8,100,0.0484,14.4444,0.0086,32.2956707,,4.963229262,,,,,0.71,,,85.4,81.6,83.45365854,,,100,96.70000186,,,,,3.01,7.916,3.879,4.122,6.837,0.9548325
CHI,2022,Channel Islands,Europe & Central Asia,High income,,,,,,11308300346,5.341961831,,,7.358322059,7.358322059,,,,,,,,,,,,,100,,,,,,,,,,,,,,83.635,79.521,81.583,,,,,,,,,,,,,,0.811301716
CHL,2022,Chile,Latin America & Caribbean,High income,-5030305059,6.036279624,18236599109,4.371258216,13206294051,3.02E+11,2.058740081,3.14E+11,11.64386671,7.913783466,7.913783466,3729441138,-11869384985,74.98778021,10.79992552,14.67535232,6.519726747,44336666585,,,1.548322524,5.783336222,4649295736,100,0.3818,31.1985,0.0085,24.82277373,,6.412712583,,,,,4.13,,,81.877,77.156,79.519,97.16000366,99.30999756,99.9999983,98.7713643,,0.5,6.5,18.1,6.748,8.844,8.884,8.249,18.285,873.3141895
CHN,2022,China,East Asia & Pacific,Upper middle income,19846371667,1.06367353,1.90E+11,1.174660069,2.10E+11,1.79E+13,2.95066993,1.73E+13,1.973575557,1.823677107,1.823677107,6.65E+11,5.78E+11,38.35148208,4.65518874,16.51277478,,28748964189,4.235695839,1.549283967,1.623146278,4.885997815,29195842846,100,15.4808,929.0863,3.5582,23.83173363,,10.7349599,1.13E+12,,,,,,2.42,81.343,75.963,78.587,,,97.64692955,,97.206797,,,,,,,,,6.737158112
CIV,2022,C?te d?Ivoire,Sub-Saharan Africa,Lower middle income,-1431624507,2.278814581,1599115749,0.238682838,167491242,70173140101,6.217850913,73245274171,5.276167243,2.085898589,2.085898589,1074599521,-2737601348,53.43121911,8.034587162,1.417447114,18.81368144,739967379.7,3.511974318,15.93136835,0.888886346,3.917941715,67245699.56,70.4,0.1288,5.3239,,8.210499686,,1.058354923,26798259503,37440524380,36918110927,522413453.1,11.91,,3.1,60.282,57.686,58.916,,,72.85092565,43.89215526,21.81495912,,,,10.51,2.228,6.252,2.31,4.386,623.7597009
CMR,2022,Cameroon,Sub-Saharan Africa,Lower middle income,-898335371.2,2.087350322,925681548.6,0.061663811,27346177.41,44347206073,3.736784006,45519452370,6.247677133,6.831054732,6.831054732,-292617949,-1117636380,41.28660256,9.60422907,1.575554913,-5.793847925,465987287,2.617684364,12.76697543,0.942511872,5.499518532,41663821.64,71,0.0744,4.0806,,42.79257896,,1.429071301,12357415038,,,,,,4.18,62.556,59.392,60.958,,,69.59255264,,36.7118343,,,,,,,,,623.7597009
COD,2022,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,-1409373842,2.141855158,1409373842,0.66320548,436399470,65801547620,8.924447626,67599750830,,10.10641724,10.10641724,1985177200,-2945395688,93.72866708,7.705016013,9.364668955,22.18313715,61629711.84,3.252127647,,0.578894367,3.251998797,37181599.86,21.5,,2.6906,,54.67567592,,0.542883262,5566560567,,,,0.68,,0.62,62.05,57.516,59.743,80.54000092,88.09999847,35.11656658,11.58433579,19.35247042,,,,,,,,,2006.708219
COG,2022,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,,0.157485886,24909590,0.157485886,24909590,15817030155,1.475356132,11156863755,3.043443347,18.26089878,18.26089878,,,98.16133669,,11.83679224,-5.464531478,1872228999,2.95159227,15.59514572,1.979848889,8.351348993,265847972.7,50.6,,1.3932,,64.17569546,,3.931498115,7141041840,,,,,,6.23,64.617,61.513,63.053,,,,,,,,,,,,,,623.7597009
COL,2022,Colombia,Latin America & Caribbean,Upper middle income,-13799016477,4.975683423,17182521350,0.979789215,3383504873,3.45E+11,7.288883887,3.72E+11,10.17723135,14.86657456,14.86657456,-12178248980,-16400360398,48.07397786,9.175617161,13.99818694,0.848814243,4833989993,,,2.811888484,8.255422277,966113161.7,100,0.6454,36.0946,0.0187,52.94577639,,4.118951847,1.56E+11,2.27E+11,2.17E+11,10317973023,13.3,,8.05,77.143,70.319,73.659,,98.91000366,97.53776039,73.85604483,70.1535998,6.5,36.6,29.3,10.238,9.946,12.716,10.547,20.985,4256.194167
